customer_id,company_name,industry,region,segment,signup_date,product_primary,tier,channel,seats_committed,seats_active_90d,utilization_rate_90d,feature_adoption_rate,support_tickets_90d,major_incidents_180d,failed_payments_180d,discount_pct,mrr_usd,contract_start,contract_end,contract_term_months,customer_tenure_months,renewal_window_flag,churn,churn_probability_percent,services_used_count,feedback
260,"Mooney, Perez and Miller",Government,SW,Enterprise,2024-11-22,SASE,Enterprise,Partner,4392,4330,0.986,0.505,2,0,0,0.183,91321.32,2025-01-17,2026-01-17,12,8,0,0,1,10,Support and product quality have been solid.
261,Ramirez Ltd,Technology,MW,SMB,2023-11-21,WAF,Enterprise,Direct,120,97,0.807,0.556,5,0,1,0.104,1948.26,2023-11-22,2024-11-21,12,12,0,0,1,8,Happy with the service; adoption is growing.
262,Gilmore Group,Energy,MW,SMB,2024-11-27,XDR,Standard,Partner,30,7,0.22,0.768,3,0,0,0.189,375.41,2025-02-22,2026-02-22,12,6,0,0,1,6,Support and product quality have been solid.
263,Graham-Valencia,Education,SE,SMB,2025-07-20,DLP,Standard,Online,22,9,0.429,0.567,5,1,0,0.104,187.66,2025-07-24,2026-07-24,12,1,0,0,2,6,Happy with the service; adoption is growing.
264,"Smith, Young and Cohen",Healthcare,NE,SMB,2023-10-06,SASE,Pro,Partner,38,10,0.257,0.546,1,0,0,0.142,610.67,2023-11-04,2024-11-03,12,12,0,1,48,7,We need better outcomes to justify renewal. Pain points: low usage.
265,Alexander-Fowler,Telecom,SW,SMB,2023-12-31,SIEM,Pro,Direct,31,16,0.532,0.546,2,0,0,0.095,510.88,2024-01-14,2025-01-13,12,12,0,0,1,7,Great experience so far; features are meeting our needs.
266,"Harris, Thompson and Nguyen",Finance,SE,SMB,2024-03-14,SOAR,Enterprise,Direct,54,31,0.571,0.574,4,0,0,0.119,1546.15,2024-05-22,2025-05-22,12,12,0,0,1,7,Happy with the service; adoption is growing.
267,Gallagher-Donovan,Manufacturing,West,Mid-Market,2025-07-17,MDR,Pro,Direct,59,34,0.581,0.818,6,2,0,0.119,1605.63,2025-07-26,2026-07-26,12,1,0,0,1,9,Support and product quality have been solid.
268,Mitchell-Myers,Education,SE,Enterprise,2025-06-28,SASE,Enterprise,Online,2871,2357,0.821,0.915,1,0,0,0.076,69397.35,2025-08-20,2026-08-20,12,0,0,0,1,10,Support and product quality have been solid. Usage and adoption are strong across teams.
269,"Obrien, Mccarthy and Brown",Healthcare,SE,SMB,2024-02-26,XDR,Standard,Online,92,18,0.192,0.697,1,0,0,0.007,1431.55,2024-05-07,2027-05-06,36,6,0,0,1,6,The product delivers value; planning to expand usage.
270,"Sullivan, Payne and Ross",Technology,SE,SMB,2023-12-07,XDR,Standard,Partner,22,4,0.2,0.437,3,0,0,0.23,284.08,2024-02-15,2025-02-14,12,12,0,0,1,5,Happy with the service; adoption is growing.
271,Galvan Ltd,Media,SW,SMB,2024-08-03,DLP,Enterprise,Partner,36,27,0.74,0.673,2,0,1,0.139,560.72,2024-09-12,2025-09-12,12,12,1,0,1,6,Happy with the service; adoption is growing.
272,Edwards LLC,Telecom,SW,SMB,2024-08-17,DLP,Enterprise,Direct,47,4,0.092,0.692,4,0,1,0.071,752.31,2024-09-04,2026-09-04,24,12,0,0,13,5,Great experience so far; features are meeting our needs.
273,"Riley, Mitchell and Miller",Technology,SE,Enterprise,2023-12-27,EDR,Standard,Direct,950,677,0.712,0.363,5,0,0,0.187,6788.96,2024-02-13,2027-02-11,36,18,0,0,1,9,Happy with the service; adoption is growing.
274,Flores Inc,Healthcare,SW,Mid-Market,2025-07-16,SASE,Pro,Direct,301,229,0.76,0.887,2,0,0,0.142,5281.38,2025-07-22,2026-07-22,12,1,0,0,1,10,Happy with the service; adoption is growing. Usage and adoption are strong across teams.
275,"Richardson, Williams and Knight",Energy,SE,Mid-Market,2025-06-20,MDR,Standard,Partner,187,136,0.729,0.412,3,1,0,0.214,3337.96,2025-08-20,2026-08-20,12,0,0,1,44,8,"Several pain points remain, but we’re open to improvements."
276,"Johnson, Copeland and Buchanan",Manufacturing,West,SMB,2025-04-30,SOAR,Pro,Partner,34,20,0.592,0.522,2,0,0,0.147,803.36,2025-07-19,2027-07-19,24,2,0,0,1,8,The product delivers value; planning to expand usage.
277,Price Inc,Finance,SE,SMB,2024-03-08,DLP,Standard,Direct,58,8,0.135,0.75,1,0,0,0.064,535.82,2024-05-31,2025-05-31,12,12,0,1,45,6,We need better outcomes to justify renewal. Pain points: low usage.
278,Hogan-Jones,Technology,NE,SMB,2024-04-14,IAM,Standard,Partner,9,6,0.652,0.376,1,0,1,0.089,94.7,2024-05-17,2025-05-17,12,16,0,0,4,7,Happy with the service; adoption is growing.
279,Bryant-Morales,Finance,West,Mid-Market,2025-08-13,SOAR,Enterprise,Direct,800,667,0.834,0.634,3,0,1,0.182,23237.74,2025-08-20,2026-08-20,12,0,0,0,1,9,Support and product quality have been solid.
280,"Long, Huff and Roberts",Technology,MW,Mid-Market,2025-01-08,MDR,Standard,Direct,380,334,0.879,0.474,4,0,1,0.141,7004.97,2025-04-04,2026-04-04,12,5,0,0,1,9,Great experience so far; features are meeting our needs.
281,Rangel-Kim,Technology,SW,SMB,2025-07-25,SOAR,Standard,Online,11,5,0.472,0.075,4,0,1,0.05,202.83,2025-07-30,2026-07-30,12,1,0,1,59,4,We need better outcomes to justify renewal. Pain points: limited feature value.
282,Mitchell Group,Manufacturing,SW,Mid-Market,2024-11-01,IAM,Pro,Partner,48,19,0.391,0.379,3,1,0,0.206,568.25,2024-12-03,2025-12-03,12,9,0,0,1,6,Happy with the service; adoption is growing.
283,"Jackson, Bond and Parker",Technology,SW,SMB,2024-03-31,IAM,Standard,Partner,16,4,0.241,0.499,3,1,0,0.154,153.09,2024-04-11,2025-04-11,12,12,0,0,1,5,Support and product quality have been solid.
284,"Williams, Frazier and Johnson",Education,SW,SMB,2025-01-18,XDR,Enterprise,Partner,24,6,0.254,0.684,4,0,0,0.217,581.24,2025-02-09,2027-02-09,24,7,0,0,1,6,The product delivers value; planning to expand usage.
285,Davis PLC,Manufacturing,NE,Mid-Market,2024-03-31,WAF,Standard,Direct,80,71,0.883,0.136,4,1,0,0.146,698.91,2024-06-18,2025-06-18,12,15,0,0,1,8,Support and product quality have been solid.
286,"Bell, Scott and Ruiz",Retail,SW,SMB,2024-02-08,IAM,Pro,Direct,62,44,0.706,0.213,5,0,1,0.082,905.53,2024-03-12,2025-03-12,12,6,0,0,6,6,Great experience so far; features are meeting our needs.
287,"Mcdonald, Garcia and Hart",Finance,SE,Mid-Market,2025-02-27,WAF,Standard,Direct,93,69,0.747,0.24,4,1,0,0.193,816.55,2025-04-01,2027-04-01,24,5,0,0,1,7,Happy with the service; adoption is growing.
288,"Koch, Taylor and Dalton",Retail,West,Enterprise,2023-12-23,SIEM,Pro,Direct,369,277,0.75,0.38,1,1,0,0.193,4818.13,2024-01-29,2025-01-28,12,12,0,0,1,8,Happy with the service; adoption is growing.
289,Hart PLC,Technology,SW,SMB,2023-12-20,IAM,Enterprise,Partner,50,45,0.898,0.616,4,0,0,0.187,854.87,2024-01-26,2027-01-24,36,6,0,0,1,8,The product delivers value; planning to expand usage.
290,"Gardner, Mahoney and Crawford",Finance,NE,Enterprise,2025-07-29,DLP,Pro,Partner,1881,915,0.487,0.731,2,0,1,0.256,17689.22,2025-08-20,2026-08-20,12,0,0,0,1,10,The product delivers value; planning to expand usage.
291,"Terry, May and Hill",Energy,SE,Mid-Market,2025-06-19,EmailSecurity,Standard,Online,214,169,0.791,0.637,3,0,0,0.079,1249.58,2025-08-20,2026-08-20,12,0,0,0,1,8,Great experience so far; features are meeting our needs.
292,Perkins-Avila,Technology,SE,Enterprise,2024-02-11,SIEM,Standard,Direct,412,124,0.302,0.769,3,0,0,0.117,4405.57,2024-05-03,2026-05-03,24,12,0,0,1,7,The product delivers value; planning to expand usage.
293,Woodward PLC,Telecom,NE,Mid-Market,2025-09-01,EDR,Standard,Partner,157,102,0.652,0.818,1,1,0,0.209,1082.91,2025-08-20,2026-08-20,12,0,0,0,1,9,The product delivers value; planning to expand usage.
294,Brown-Nelson,Healthcare,MW,Mid-Market,2024-09-23,SOAR,Standard,Direct,740,288,0.389,0.324,1,0,0,0.157,11334.81,2024-09-24,2025-09-24,12,11,1,0,1,7,Happy with the service; adoption is growing.
295,Bauer Inc,Energy,SE,SMB,2025-06-19,SASE,Standard,Direct,34,25,0.733,0.307,4,0,1,0.113,444.23,2025-08-07,2027-08-07,24,1,0,0,1,6,Support and product quality have been solid.
296,Morris LLC,Telecom,SE,Mid-Market,2024-06-16,SIEM,Standard,Partner,123,104,0.845,0.409,1,1,0,0.194,1232.29,2024-08-18,2025-08-18,12,6,1,0,1,8,Great experience so far; features are meeting our needs.
297,"Holt, Howard and Brown",Technology,MW,SMB,2025-05-28,SASE,Pro,Direct,11,2,0.214,0.823,2,1,0,0.026,220.92,2025-07-28,2027-07-28,24,1,0,0,1,7,Happy with the service; adoption is growing.
298,Carney and Sons,Healthcare,SE,SMB,2024-10-15,MDR,Pro,Direct,19,9,0.48,0.579,2,1,1,0.091,551.98,2024-10-21,2026-10-21,24,10,0,0,4,7,Happy with the service; adoption is growing.
299,"Manning, Lopez and Nelson",Government,SW,Enterprise,2025-07-12,WAF,Standard,Direct,2354,1713,0.728,0.619,2,0,0,0.136,22311.4,2025-08-20,2026-08-20,12,0,0,0,1,8,The product delivers value; planning to expand usage.
300,Henderson LLC,Retail,West,Mid-Market,2024-03-20,XDR,Standard,Direct,311,252,0.812,0.507,2,0,0,0.107,4662.97,2024-05-09,2025-05-09,12,12,0,0,1,8,Happy with the service; adoption is growing.
301,Colon-Coleman,Retail,SW,Mid-Market,2023-11-18,DLP,Pro,Direct,651,215,0.33,0.583,1,0,0,0.156,6835.08,2024-01-12,2026-01-11,24,12,0,0,1,7,The product delivers value; planning to expand usage.
302,Hicks-Little,Government,NE,Mid-Market,2025-04-20,XDR,Standard,Direct,189,120,0.637,0.875,4,0,0,0.191,2400.55,2025-06-18,2026-06-18,12,3,0,0,1,10,Support and product quality have been solid.
303,Gallagher Group,Technology,SW,Enterprise,2024-06-14,EmailSecurity,Standard,Online,4550,2592,0.57,0.329,4,0,1,0.145,23380.4,2024-09-12,2025-09-12,12,12,1,1,50,7,We need better outcomes to justify renewal. Pain points: limited feature value.
304,"Porter, Harris and Roberts",Media,West,SMB,2024-10-14,EDR,Pro,Direct,5,3,0.57,0.708,2,0,0,0.133,46.6,2024-11-24,2025-11-24,12,9,0,0,1,7,The product delivers value; planning to expand usage.
305,"Walker, Hughes and Morrow",Education,SW,SMB,2024-02-26,SASE,Pro,Direct,5,2,0.353,0.559,3,1,0,0.137,89.36,2024-05-11,2025-05-11,12,16,0,1,59,7,"Mixed experience so far; some teams see value, others struggle. Pain points: low usage."
306,Castro-Miller,Education,NE,SMB,2024-05-22,DLP,Enterprise,Direct,68,23,0.334,0.595,0,0,0,0.127,1098.23,2024-07-16,2026-07-16,24,12,0,0,1,7,The product delivers value; planning to expand usage.
307,Mcgrath-Peters,Healthcare,West,Mid-Market,2024-07-29,SIEM,Standard,Partner,320,129,0.402,0.925,1,0,0,0.21,2914.78,2024-08-21,2025-08-21,12,12,1,0,1,9,The product delivers value; planning to expand usage.
308,Petersen Group,Education,NE,Enterprise,2025-08-09,MDR,Pro,Direct,385,177,0.461,0.381,2,0,0,0.132,10118.97,2025-08-20,2027-08-20,24,0,0,0,1,8,Happy with the service; adoption is growing.
309,Foster LLC,Technology,SW,SMB,2024-05-13,MDR,Pro,Direct,28,13,0.448,0.991,3,0,0,0.103,841.39,2024-05-25,2025-05-25,12,12,0,0,1,8,Great experience so far; features are meeting our needs.
310,Wright PLC,Telecom,SE,Mid-Market,2024-11-30,SASE,Pro,Online,261,205,0.784,0.802,4,1,1,0.082,4753.62,2025-01-01,2026-01-01,12,8,0,0,1,9,The product delivers value; planning to expand usage. Usage and adoption are strong across teams.
311,Farrell-Edwards,Government,NE,SMB,2025-02-11,SOAR,Pro,Direct,27,14,0.518,0.789,1,0,0,0.04,625.97,2025-02-16,2026-02-16,12,7,0,0,1,9,The product delivers value; planning to expand usage.
312,Hart and Sons,Retail,NE,SMB,2023-11-24,SOAR,Standard,Direct,53,40,0.746,0.246,5,0,0,0.106,884.62,2024-02-03,2025-02-02,12,12,0,0,7,6,Great experience so far; features are meeting our needs.
313,"Suarez, Rose and Davis",Healthcare,West,SMB,2025-03-18,XDR,Enterprise,Direct,43,19,0.439,1.0,1,0,0,0.085,1287.37,2025-06-11,2028-06-09,36,3,0,0,1,8,Support and product quality have been solid.
314,Kelly-Humphrey,Healthcare,West,Mid-Market,2024-08-03,DLP,Enterprise,Direct,253,148,0.584,0.718,1,0,0,0.118,3715.38,2024-10-25,2025-10-25,12,10,0,0,1,9,Happy with the service; adoption is growing.
315,Fitzgerald-Gallegos,Finance,SE,SMB,2025-01-28,SIEM,Standard,Direct,31,24,0.789,0.52,2,0,0,0.124,318.54,2025-03-20,2026-03-20,12,6,0,0,1,7,The product delivers value; planning to expand usage.
316,Trujillo-Ibarra,Finance,SE,SMB,2024-02-29,IAM,Standard,Online,35,15,0.428,0.757,3,0,0,0.054,400.3,2024-05-06,2025-05-06,12,16,0,0,1,8,Happy with the service; adoption is growing.
317,Reed-Manning,Manufacturing,MW,Mid-Market,2025-08-11,SOAR,Standard,Partner,211,169,0.799,0.512,2,0,0,0.226,3011.51,2025-08-20,2026-08-20,12,0,0,0,1,8,Great experience so far; features are meeting our needs.
318,Thornton-Mendez,Energy,MW,SMB,2023-10-11,XDR,Enterprise,Partner,53,14,0.257,0.65,5,0,0,0.089,1513.67,2023-10-28,2024-10-27,12,12,0,0,3,6,Support and product quality have been solid.
319,"Knox, Wyatt and Patel",Manufacturing,West,Mid-Market,2025-05-30,SASE,Pro,Direct,146,135,0.925,0.256,2,1,0,0.138,2558.57,2025-05-30,2026-05-30,12,3,0,0,1,8,Great experience so far; features are meeting our needs.
320,"Hart, Dixon and Fisher",Telecom,NE,SMB,2025-02-15,WAF,Pro,Direct,35,21,0.595,0.989,4,0,0,0.068,456.68,2025-03-18,2026-03-18,12,6,0,0,1,9,Happy with the service; adoption is growing.
321,Finley and Sons,Manufacturing,SE,Mid-Market,2023-12-02,IAM,Standard,Partner,304,170,0.558,0.458,2,0,0,0.235,2544.21,2024-02-11,2025-02-10,12,12,0,0,1,6,Happy with the service; adoption is growing.
322,Barajas LLC,Education,NE,SMB,2024-03-11,MDR,Standard,Direct,34,12,0.342,0.333,1,0,0,0.071,701.21,2024-03-16,2025-03-16,12,6,0,1,57,6,"Mixed experience so far; some teams see value, others struggle. Pain points: low usage, limited feature value."
323,"Graham, Arias and King",Media,SE,Mid-Market,2025-06-18,SIEM,Standard,Partner,211,123,0.584,0.946,1,0,0,0.195,2063.74,2025-06-27,2026-06-27,12,2,0,0,1,10,Great experience so far; features are meeting our needs.
324,Warren-Baker,Technology,West,SMB,2024-11-26,WAF,Standard,Partner,98,62,0.635,0.715,2,0,0,0.21,746.33,2025-02-16,2027-02-16,24,6,0,0,1,8,Great experience so far; features are meeting our needs.
325,Barber-Lucas,Energy,SE,Mid-Market,2025-07-24,SOAR,Standard,Direct,350,308,0.879,0.519,2,0,0,0.129,5301.34,2025-08-12,2026-08-12,12,1,0,0,1,9,Support and product quality have been solid.
326,Buck and Sons,Retail,NE,SMB,2025-03-03,MDR,Pro,Direct,27,9,0.33,0.546,4,0,1,0.107,732.97,2025-03-08,2026-03-08,12,6,0,0,9,5,Great experience so far; features are meeting our needs.
327,"Meza, Zhang and Hughes",Finance,SW,Mid-Market,2025-01-31,IAM,Enterprise,Direct,299,140,0.468,0.2,2,1,0,0.101,5806.1,2025-03-02,2026-03-02,12,6,0,0,2,6,Support and product quality have been solid.
328,Orozco-Murray,Government,SE,SMB,2025-01-18,MDR,Pro,Partner,57,54,0.955,0.431,3,0,0,0.202,1334.1,2025-03-21,2027-03-21,24,5,0,0,1,8,Happy with the service; adoption is growing.
329,"Rodriguez, Welch and Sherman",Retail,NE,Enterprise,2024-05-18,EmailSecurity,Standard,Partner,316,225,0.713,0.098,2,0,0,0.203,1455.7,2024-06-20,2027-06-19,36,12,0,0,1,7,Support and product quality have been solid.
330,Flores-Murphy,Education,MW,SMB,2024-02-03,DLP,Standard,Direct,10,5,0.473,0.446,4,0,0,0.135,77.33,2024-02-13,2025-02-12,12,19,0,0,1,6,Support and product quality have been solid.
331,Hubbard-Price,Technology,SW,SMB,2023-11-22,SASE,Standard,Partner,40,35,0.877,0.516,3,0,0,0.209,473.02,2023-11-29,2025-11-28,24,21,0,0,1,7,The product delivers value; planning to expand usage.
332,Keller-Rios,Technology,MW,Mid-Market,2025-09-01,SIEM,Pro,Online,142,50,0.349,0.418,3,0,0,0.068,2125.44,2025-08-20,2026-08-20,12,0,0,0,10,6,Happy with the service; adoption is growing.
333,Webb Inc,Media,SE,Mid-Market,2024-07-28,XDR,Standard,Partner,72,29,0.405,0.432,2,1,0,0.213,924.19,2024-07-29,2025-07-29,12,13,1,0,1,6,Great experience so far; features are meeting our needs.
334,"Mitchell, Esparza and Carter",Finance,MW,Enterprise,2023-12-26,DLP,Pro,Direct,1583,1126,0.711,0.581,3,1,0,0.19,17258.82,2024-02-29,2025-02-28,12,12,0,0,1,9,Support and product quality have been solid.
335,Wilkins Ltd,Healthcare,SE,Mid-Market,2024-05-28,WAF,Pro,Partner,257,134,0.52,0.629,0,0,0,0.217,2762.9,2024-08-23,2025-08-23,12,12,1,0,1,6,Great experience so far; features are meeting our needs.
336,"Pollard, Davis and Brown",Manufacturing,West,SMB,2024-08-29,SIEM,Enterprise,Partner,22,5,0.224,0.889,4,0,0,0.157,432.12,2024-10-10,2026-10-10,24,11,0,0,3,6,Support and product quality have been solid.
337,Thomas-Smith,Energy,West,SMB,2024-05-31,EmailSecurity,Pro,Direct,20,16,0.784,0.609,1,1,0,0.104,157.16,2024-07-22,2025-07-22,12,13,1,0,1,7,Support and product quality have been solid.
338,Mcconnell LLC,Technology,NE,SMB,2025-01-22,IAM,Pro,Partner,21,9,0.417,0.65,1,0,0,0.153,280.5,2025-03-26,2026-03-26,12,5,0,1,40,8,Results are inconsistent across teams; need clearer ROI.
339,Ortega-Daniels,Education,West,SMB,2023-10-27,XDR,Enterprise,Partner,28,26,0.915,0.627,5,1,0,0.151,776.87,2024-01-10,2025-01-09,12,20,0,0,1,8,Happy with the service; adoption is growing.
340,"Bean, Jackson and Ford",Manufacturing,West,Mid-Market,2024-08-10,DLP,Pro,Partner,800,306,0.382,0.355,1,0,0,0.237,8313.65,2024-10-24,2025-10-24,12,10,0,0,1,8,Support and product quality have been solid.
341,"Allen, Stanley and Hernandez",Healthcare,NE,Mid-Market,2023-12-18,SIEM,Standard,Partner,161,19,0.119,0.546,3,1,0,0.222,1608.31,2024-01-16,2025-01-15,12,20,0,0,6,6,Great experience so far; features are meeting our needs.
342,"Simpson, Harrison and Taylor",Technology,SE,SMB,2023-10-27,EmailSecurity,Standard,Direct,32,15,0.468,0.87,1,0,1,0.122,172.51,2024-01-22,2026-01-21,24,19,0,0,6,8,The product delivers value; planning to expand usage.
343,Myers-Hall,Government,NE,Enterprise,2024-09-17,EDR,Standard,Partner,2550,952,0.374,0.213,2,1,0,0.217,17071.36,2024-10-30,2026-10-30,24,10,0,0,1,7,Great experience so far; features are meeting our needs.
344,"Lopez, Shah and Jones",Government,NE,SMB,2023-11-11,DLP,Enterprise,Direct,47,34,0.728,0.689,2,0,1,0.058,795.6,2024-02-03,2025-02-02,12,19,0,0,1,8,Support and product quality have been solid.
345,"Young, Boyle and Bennett",Finance,West,SMB,2025-09-12,DLP,Pro,Direct,34,18,0.543,0.337,4,0,0,0.166,365.51,2025-08-20,2027-08-20,24,0,0,0,3,6,Support and product quality have been solid.
346,Marshall-Ball,Media,West,SMB,2024-10-06,SOAR,Standard,Partner,32,6,0.198,0.522,4,0,1,0.158,494.15,2024-11-02,2025-11-02,12,10,0,0,15,6,Happy with the service; adoption is growing.
347,Wood-Estrada,Energy,SW,SMB,2025-08-10,DLP,Pro,Partner,18,11,0.618,0.809,2,1,1,0.129,196.29,2025-08-20,2026-08-20,12,0,0,1,32,8,Great experience so far; features are meeting our needs.
348,Murphy-Stanton,Healthcare,NE,SMB,2024-01-17,SOAR,Standard,Direct,31,5,0.156,0.777,0,0,0,0.071,511.18,2024-04-06,2025-04-06,12,12,0,1,37,7,Happy with the service; adoption is growing.
349,Bradley-Keith,Telecom,NE,Enterprise,2023-11-04,WAF,Standard,Direct,2974,1517,0.51,0.512,1,0,0,0.168,24075.6,2023-12-18,2025-12-17,24,12,0,0,1,8,The product delivers value; planning to expand usage.
350,Bennett PLC,Manufacturing,SE,Mid-Market,2025-07-07,EmailSecurity,Enterprise,Online,167,128,0.764,0.32,1,0,0,0.039,1823.13,2025-08-20,2027-08-20,24,0,0,0,1,7,Happy with the service; adoption is growing.
